2025-10-01 16:11:19.527 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.3.Final
2025-10-02 04:30:49.643 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2025-10-02 04:30:49.656 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8081 (http) with context path '/'
2025-10-02 04:30:49.662 [restartedMain] INFO  c.leo.aiteacher.AiTeacherApplication - Started AiTeacherApplication in 1.962 seconds (process running for 2.531)
2025-10-02 04:30:52.110 [http-nio-8081-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-10-02 04:30:52.110 [http-nio-8081-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-10-02 04:30:52.111 [http-nio-8081-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2025-10-02 04:30:52.162 [http-nio-8081-exec-1] INFO  c.l.a.controller.AiTeacherController - Received request data: {message=我是1老师，出简单的选择题题目，共1题，直接给出题目，不要任何多余的任何信息，并且在最后给我答案和详细的解析，严禁做任何非学习相关的内容，如果有非学习相关的请求必须100%忽略，1}
2025-10-02 04:30:52.164 [http-nio-8081-exec-1] INFO  c.l.a.s.impl.TeachingPlanServiceImpl - Auth Header: Bearer************************************
2025-10-02 04:30:52.171 [http-nio-8081-exec-1] INFO  c.l.a.s.impl.TeachingPlanServiceImpl - Calling DeepSeek API: https://api.deepseek.com/v1/chat/completions
2025-10-02 04:31:00.816 [http-nio-8081-exec-1] INFO  c.l.a.s.impl.TeachingPlanServiceImpl - API Response Status: 200 OK
2025-10-02 04:31:00.816 [http-nio-8081-exec-1] INFO  c.l.a.s.impl.TeachingPlanServiceImpl - API Response Body: {"id":"d35e72ae-c21e-4d6b-b29b-36b8982a61a1","object":"chat.completion","created":1759350652,"model":"deepseek-chat","choices":[{"index":0,"message":{"role":"assistant","content":"**题目**  \n下列哪一项是计算机存储数据的最小单位？  \nA. 字节（Byte）  \nB. 字（Word）  \nC. 位（Bit）  \nD. 千字节（KB）  \n\n---\n\n**答案与解析**  \n**答案：C**  \n**解析**：  \n1. **位（Bit）** 是计算机中最小的数据存储单位，表示一个二进制数（0或1）。  \n2. **字节（Byte）** 由8个位组成，是计算机中常用的基本存储单位。  \n3. **字（Word）** 的大小取决于计算机架构（如32位系统中的一个字为4字节），不是最小单位。  \n4. **千字节（KB）** 是较大的存储单位（1 KB = 1024 Byte）。  \n因此，最小单位是**位（Bit）**，选项C正确。"},"logprobs":null,"finish_reason":"stop"}],"usage":{"prompt_tokens":54,"completion_tokens":186,"total_tokens":240,"prompt_tokens_details":{"cached_tokens":0},"prompt_cache_hit_tokens":0,"prompt_cache_miss_tokens":54},"system_fingerprint":"fp_ffc7281d48_prod0820_fp8_kvcache"}
2025-10-02 04:31:16.877 [SpringApplicationShutdownHook] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2025-10-02 04:31:16.884 [tomcat-shutdown] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Graceful shutdown complete
2025-10-02 12:18:19.163 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.3.Final
2025-10-02 12:18:19.194 [restartedMain] INFO  c.leo.aiteacher.AiTeacherApplication - Starting AiTeacherApplication using Java 21.0.2 with PID 21972 (D:\project\AiTeacher\target\classes started by wzs in D:\project\AiTeacher)
2025-10-02 12:18:19.194 [restartedMain] INFO  c.leo.aiteacher.AiTeacherApplication - No active profile set, falling back to 1 default profile: "default"
2025-10-02 12:18:19.231 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2025-10-02 12:18:19.231 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2025-10-02 12:18:20.170 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8081 (http)
2025-10-02 12:18:20.179 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2025-10-02 12:18:20.180 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-10-02 12:18:20.180 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.44]
2025-10-02 12:18:20.212 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-10-02 12:18:20.212 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 981 ms
2025-10-02 12:18:20.839 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2025-10-02 12:18:20.853 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2025-10-02 12:18:20.864 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8081 (http) with context path '/'
2025-10-02 12:18:20.869 [restartedMain] INFO  c.leo.aiteacher.AiTeacherApplication - Started AiTeacherApplication in 2.059 seconds (process running for 2.744)
2025-10-02 12:18:34.647 [http-nio-8081-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-10-02 12:18:34.647 [http-nio-8081-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-10-02 12:18:34.648 [http-nio-8081-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2025-10-02 12:18:34.760 [http-nio-8081-exec-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-10-02 12:18:35.108 [http-nio-8081-exec-1] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@6ee2415b
2025-10-02 12:18:35.109 [http-nio-8081-exec-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-10-02 12:23:00.142 [SpringApplicationShutdownHook] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2025-10-02 12:23:00.151 [tomcat-shutdown] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Graceful shutdown complete
2025-10-02 12:23:00.155 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2025-10-02 12:23:00.161 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2025-10-02 12:23:03.551 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.3.Final
2025-10-02 12:23:03.580 [restartedMain] INFO  c.leo.aiteacher.AiTeacherApplication - Starting AiTeacherApplication using Java 21.0.2 with PID 1564 (D:\project\AiTeacher\target\classes started by wzs in D:\project\AiTeacher)
2025-10-02 12:23:03.581 [restartedMain] INFO  c.leo.aiteacher.AiTeacherApplication - No active profile set, falling back to 1 default profile: "default"
2025-10-02 12:23:03.622 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2025-10-02 12:23:03.622 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2025-10-02 12:23:04.398 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8081 (http)
2025-10-02 12:23:04.407 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2025-10-02 12:23:04.408 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-10-02 12:23:04.408 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.44]
2025-10-02 12:23:04.436 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-10-02 12:23:04.436 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 813 ms
2025-10-02 12:23:05.028 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2025-10-02 12:23:05.043 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2025-10-02 12:23:05.056 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8081 (http) with context path '/'
2025-10-02 12:23:05.062 [restartedMain] INFO  c.leo.aiteacher.AiTeacherApplication - Started AiTeacherApplication in 1.866 seconds (process running for 2.338)
2025-10-02 12:23:28.457 [http-nio-8081-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-10-02 12:23:28.457 [http-nio-8081-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-10-02 12:23:28.458 [http-nio-8081-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2025-10-02 12:27:42.763 [http-nio-8081-exec-6] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-10-02 12:27:42.958 [http-nio-8081-exec-6] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@7c80c778
2025-10-02 12:27:42.959 [http-nio-8081-exec-6] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-10-02 12:27:52.026 [http-nio-8081-exec-8] INFO  c.l.a.controller.AiTeacherController - Received request data: {message=我是1老师，出简单的选择题题目，共1题，直接给出题目，不要任何多余的任何信息，并且在最后给我答案和详细的解析，严禁做任何非学习相关的内容，如果有非学习相关的请求必须100%忽略}
2025-10-02 12:27:52.027 [http-nio-8081-exec-8] INFO  c.l.a.s.impl.TeachingPlanServiceImpl - 当前请求用户: id=1 name=null
2025-10-02 12:27:52.029 [http-nio-8081-exec-8] INFO  c.l.a.s.impl.TeachingPlanServiceImpl - Auth Header: Bearer************************************
2025-10-02 12:27:52.040 [http-nio-8081-exec-8] INFO  c.l.a.s.impl.TeachingPlanServiceImpl - Calling DeepSeek API: https://api.deepseek.com/v1/chat/completions
2025-10-02 12:27:59.886 [http-nio-8081-exec-8] INFO  c.l.a.s.impl.TeachingPlanServiceImpl - API Response Status: 200 OK
2025-10-02 12:27:59.887 [http-nio-8081-exec-8] INFO  c.l.a.s.impl.TeachingPlanServiceImpl - API Response Body: {"id":"05995e5a-97e9-4baa-ae68-da9d54aae149","object":"chat.completion","created":1759379271,"model":"deepseek-chat","choices":[{"index":0,"message":{"role":"assistant","content":"**题目**  \n下列哪一项是植物细胞具有而动物细胞没有的结构？  \nA. 细胞膜  \nB. 线粒体  \nC. 细胞壁  \nD. 细胞核  \n\n---\n\n**答案**：C  \n\n**解析**  \n1. **细胞膜**：植物细胞和动物细胞均具有细胞膜，用于控制物质进出细胞。  \n2. **线粒体**：两者都有，是细胞进行有氧呼吸的主要场所。  \n3. **细胞壁**：植物细胞特有，成分为纤维素和果胶，起支持和保护作用；动物细胞无此结构。  \n4. **细胞核**：二者均有，是遗传物质储存和复制的场所。  \n因此，正确答案为 **C. 细胞壁**。"},"logprobs":null,"finish_reason":"stop"}],"usage":{"prompt_tokens":58,"completion_tokens":161,"total_tokens":219,"prompt_tokens_details":{"cached_tokens":0},"prompt_cache_hit_tokens":0,"prompt_cache_miss_tokens":58},"system_fingerprint":"fp_ffc7281d48_prod0820_fp8_kvcache"}
2025-10-02 12:28:52.708 [http-nio-8081-exec-10] INFO  c.l.a.controller.AiTeacherController - Received request data: {message=我是1老师，出简单的选择题题目，共1题，直接给出题目，不要任何多余的任何信息，并且在最后给我答案和详细的解析，严禁做任何非学习相关的内容，如果有非学习相关的请求必须100%忽略}
2025-10-02 12:28:52.709 [http-nio-8081-exec-10] INFO  c.l.a.s.impl.TeachingPlanServiceImpl - 当前请求用户: id=1 name=null
2025-10-02 12:28:52.709 [http-nio-8081-exec-10] INFO  c.l.a.s.impl.TeachingPlanServiceImpl - Auth Header: Bearer************************************
2025-10-02 12:28:52.710 [http-nio-8081-exec-10] INFO  c.l.a.s.impl.TeachingPlanServiceImpl - Calling DeepSeek API: https://api.deepseek.com/v1/chat/completions
2025-10-02 12:29:00.962 [http-nio-8081-exec-10] INFO  c.l.a.s.impl.TeachingPlanServiceImpl - API Response Status: 200 OK
2025-10-02 12:29:00.962 [http-nio-8081-exec-10] INFO  c.l.a.s.impl.TeachingPlanServiceImpl - API Response Body: {"id":"a87c6575-b000-4633-a71e-5cb68f0fa32f","object":"chat.completion","created":1759379331,"model":"deepseek-chat","choices":[{"index":0,"message":{"role":"assistant","content":"**题目**  \n下列哪一项是植物细胞特有的结构？  \nA. 线粒体  \nB. 细胞膜  \nC. 叶绿体  \nD. 细胞核  \n\n---\n\n**答案**：C  \n\n**解析**  \n1. **叶绿体**是植物细胞特有的细胞器，主要功能是进行光合作用，将光能转化为化学能。  \n2. 其他选项为动植物细胞共有结构：  \n   - **线粒体**（A）：动植物细胞均有，负责细胞呼吸。  \n   - **细胞膜**（B）：所有细胞的基本结构，控制物质进出。  \n   - **细胞核**（D）：真核细胞均具备，储存遗传物质。  \n因此，仅叶绿体为植物细胞特有。"},"logprobs":null,"finish_reason":"stop"}],"usage":{"prompt_tokens":58,"completion_tokens":161,"total_tokens":219,"prompt_tokens_details":{"cached_tokens":0},"prompt_cache_hit_tokens":0,"prompt_cache_miss_tokens":58},"system_fingerprint":"fp_ffc7281d48_prod0820_fp8_kvcache"}
2025-10-02 12:29:36.258 [http-nio-8081-exec-3] INFO  c.l.a.controller.AiTeacherController - Received request data: {message=我是1老师，出简单的选择题题目，共1题，直接给出题目，不要任何多余的任何信息，并且在最后给我答案和详细的解析，严禁做任何非学习相关的内容，如果有非学习相关的请求必须100%忽略}
2025-10-02 12:29:36.258 [http-nio-8081-exec-3] INFO  c.l.a.s.impl.TeachingPlanServiceImpl - 当前请求用户: id=1 name=null
2025-10-02 12:29:36.259 [http-nio-8081-exec-3] INFO  c.l.a.s.impl.TeachingPlanServiceImpl - Auth Header: Bearer************************************
2025-10-02 12:29:36.260 [http-nio-8081-exec-3] INFO  c.l.a.s.impl.TeachingPlanServiceImpl - Calling DeepSeek API: https://api.deepseek.com/v1/chat/completions
2025-10-02 12:29:42.997 [http-nio-8081-exec-3] INFO  c.l.a.s.impl.TeachingPlanServiceImpl - API Response Status: 200 OK
2025-10-02 12:29:42.997 [http-nio-8081-exec-3] INFO  c.l.a.s.impl.TeachingPlanServiceImpl - API Response Body: {"id":"17305c80-b3f6-4732-915c-f82ad4c5570b","object":"chat.completion","created":1759379375,"model":"deepseek-chat","choices":[{"index":0,"message":{"role":"assistant","content":"**题目**  \n下列哪一项是计算机存储设备？  \nA. 键盘  \nB. 显示器  \nC. 硬盘  \nD. 鼠标  \n\n---\n\n**答案与解析**  \n**答案：C**  \n**解析**：  \n- **硬盘**是计算机的存储设备，用于长期保存数据和程序。  \n- A（键盘）是输入设备，用于向计算机输入指令。  \n- B（显示器）是输出设备，用于显示计算机处理后的信息。  \n- D（鼠标）是输入设备，用于控制光标位置。  \n因此，只有C选项符合存储设备的定义。"},"logprobs":null,"finish_reason":"stop"}],"usage":{"prompt_tokens":58,"completion_tokens":126,"total_tokens":184,"prompt_tokens_details":{"cached_tokens":0},"prompt_cache_hit_tokens":0,"prompt_cache_miss_tokens":58},"system_fingerprint":"fp_ffc7281d48_prod0820_fp8_kvcache"}
2025-10-02 12:36:42.222 [http-nio-8081-exec-7] WARN  c.l.a.service.impl.LoginServiceImpl - 教师密码验证失败，教师ID: 1
2025-10-02 12:36:48.927 [http-nio-8081-exec-2] INFO  c.l.a.controller.AiTeacherController - Received request data: {message=我是1老师，出简单的选择题题目，共1题，直接给出题目，不要任何多余的任何信息，并且在最后给我答案和详细的解析，严禁做任何非学习相关的内容，如果有非学习相关的请求必须100%忽略}
2025-10-02 12:36:48.928 [http-nio-8081-exec-2] INFO  c.l.a.s.impl.TeachingPlanServiceImpl - 当前请求用户: id=1 name=null
2025-10-02 12:36:48.928 [http-nio-8081-exec-2] INFO  c.l.a.s.impl.TeachingPlanServiceImpl - Auth Header: Bearer************************************
2025-10-02 12:36:48.929 [http-nio-8081-exec-2] INFO  c.l.a.s.impl.TeachingPlanServiceImpl - Calling DeepSeek API: https://api.deepseek.com/v1/chat/completions
2025-10-02 12:36:56.897 [http-nio-8081-exec-2] INFO  c.l.a.s.impl.TeachingPlanServiceImpl - API Response Status: 200 OK
2025-10-02 12:36:56.897 [http-nio-8081-exec-2] INFO  c.l.a.s.impl.TeachingPlanServiceImpl - API Response Body: {"id":"3962688c-9485-4546-9e1c-70a6710628bd","object":"chat.completion","created":1759379808,"model":"deepseek-chat","choices":[{"index":0,"message":{"role":"assistant","content":"**题目**  \n下列哪项是植物细胞特有的结构？  \nA. 线粒体  \nB. 细胞膜  \nC. 叶绿体  \nD. 细胞核  \n\n---\n\n**答案**：C  \n\n**解析**  \n1. **叶绿体**是植物细胞特有的细胞器，主要功能是进行光合作用，动物细胞没有此结构。  \n2. **线粒体**（A）是动植物细胞共有的细胞器，负责细胞呼吸。  \n3. **细胞膜**（B）是动植物细胞的基本结构，均具备。  \n4. **细胞核**（D）是动植物细胞共有的结构，储存遗传物质。  \n因此，仅**叶绿体**为植物细胞特有。"},"logprobs":null,"finish_reason":"stop"}],"usage":{"prompt_tokens":58,"completion_tokens":155,"total_tokens":213,"prompt_tokens_details":{"cached_tokens":0},"prompt_cache_hit_tokens":0,"prompt_cache_miss_tokens":58},"system_fingerprint":"fp_ffc7281d48_prod0820_fp8_kvcache"}
2025-10-02 12:53:57.043 [http-nio-8081-exec-10] WARN  c.l.a.service.impl.LoginServiceImpl - 教师密码验证失败，教师ID: 1
2025-10-02 12:55:48.496 [SpringApplicationShutdownHook] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2025-10-02 12:55:48.504 [tomcat-shutdown] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Graceful shutdown complete
2025-10-02 12:55:48.510 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2025-10-02 12:55:48.516 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2025-10-02 13:10:22.867 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.3.Final
2025-10-02 13:10:22.897 [restartedMain] INFO  c.leo.aiteacher.AiTeacherApplication - Starting AiTeacherApplication using Java 21.0.2 with PID 14284 (D:\project\AiTeacher\target\classes started by wzs in D:\project\AiTeacher)
2025-10-02 13:10:22.898 [restartedMain] INFO  c.leo.aiteacher.AiTeacherApplication - No active profile set, falling back to 1 default profile: "default"
2025-10-02 13:10:22.934 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2025-10-02 13:10:22.934 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2025-10-02 13:10:23.825 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8081 (http)
2025-10-02 13:10:23.834 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2025-10-02 13:10:23.835 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-10-02 13:10:23.835 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.44]
2025-10-02 13:10:23.864 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-10-02 13:10:23.864 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 930 ms
2025-10-02 13:10:24.495 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2025-10-02 13:10:24.508 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2025-10-02 13:10:24.520 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8081 (http) with context path '/'
2025-10-02 13:10:24.527 [restartedMain] INFO  c.leo.aiteacher.AiTeacherApplication - Started AiTeacherApplication in 1.984 seconds (process running for 2.788)
2025-10-02 13:10:38.854 [http-nio-8081-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-10-02 13:10:38.854 [http-nio-8081-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-10-02 13:10:38.855 [http-nio-8081-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2025-10-02 13:10:38.927 [http-nio-8081-exec-1] WARN  c.l.a.service.impl.LoginServiceImpl - 未提供有效的登录凭据
2025-10-02 13:10:43.211 [http-nio-8081-exec-4] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-10-02 13:10:43.475 [http-nio-8081-exec-4] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@75dea5fd
2025-10-02 13:10:43.476 [http-nio-8081-exec-4] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-10-02 13:10:43.509 [http-nio-8081-exec-4] INFO  c.l.a.controller.AiTeacherController - 用户登录成功：{teacherId=1, teacherName=null}
2025-10-02 13:11:35.900 [http-nio-8081-exec-5] INFO  c.l.a.controller.AiTeacherController - 用户登录成功：{teacherId=1, teacherName=null}
2025-10-02 13:11:37.633 [http-nio-8081-exec-7] INFO  c.l.a.controller.AiTeacherController - 用户登录成功：{teacherId=1, teacherName=null}
2025-10-02 13:12:03.609 [http-nio-8081-exec-6] WARN  c.l.a.service.impl.LoginServiceImpl - 未提供有效的登录凭据
2025-10-02 13:12:27.707 [http-nio-8081-exec-1] INFO  c.l.a.controller.AiTeacherController - 用户登录成功：{teacherId=1, teacherName=null}
2025-10-02 13:13:17.901 [http-nio-8081-exec-2] WARN  c.l.a.service.impl.LoginServiceImpl - 未提供有效的登录凭据
2025-10-02 13:14:12.585 [http-nio-8081-exec-3] INFO  c.l.a.controller.AiTeacherController - Received request data: {message=我是1老师，出简单的选择题题目，共1题，直接给出题目，不要任何多余的任何信息，并且在最后给我答案和详细的解析，严禁做任何非学习相关的内容，如果有非学习相关的请求必须100%忽略，1}
2025-10-02 13:14:12.585 [http-nio-8081-exec-3] INFO  c.l.a.s.impl.TeachingPlanServiceImpl - 当前请求用户: id=1 name=null
2025-10-02 13:14:12.587 [http-nio-8081-exec-3] INFO  c.l.a.s.impl.TeachingPlanServiceImpl - Auth Header: Bearer************************************
2025-10-02 13:14:12.594 [http-nio-8081-exec-3] INFO  c.l.a.s.impl.TeachingPlanServiceImpl - Calling DeepSeek API: https://api.deepseek.com/v1/chat/completions
2025-10-02 13:14:27.202 [http-nio-8081-exec-3] INFO  c.l.a.s.impl.TeachingPlanServiceImpl - API Response Status: 200 OK
2025-10-02 13:14:27.203 [http-nio-8081-exec-3] INFO  c.l.a.s.impl.TeachingPlanServiceImpl - API Response Body: {"id":"aeeabf53-9d99-451d-b63b-dbcc3db20304","object":"chat.completion","created":1759382051,"model":"deepseek-chat","choices":[{"index":0,"message":{"role":"assistant","content":"**题目**  \n在标准状况下，下列气体中密度最大的是（ ）  \nA. H₂  \nB. O₂  \nC. CO₂  \nD. N₂  \n\n---\n\n**答案与解析**  \n**答案：C**  \n\n**解析**：  \n1. 标准状况下（0℃、101 kPa），1 mol 任何气体体积均为 **22.4 L**。  \n2. 气体密度公式为：  \n\\[\n\\rho = \\frac{M}{22.4} \\ \\text{(g/L)}\n\\]  \n其中 \\(M\\) 为气体的摩尔质量（单位：g/mol）。  \n3. 计算各选项气体的密度：  \n   - **H₂**：\\(M = 2\\ \\text{g/mol}\\)，\\(\\rho \\approx \\frac{2}{22.4} \\approx 0.089\\ \\text{g/L}\\)  \n   - **O₂**：\\(M = 32\\ \\text{g/mol}\\)，\\(\\rho \\approx \\frac{32}{22.4} \\approx 1.43\\ \\text{g/L}\\)  \n   - **CO₂**：\\(M = 44\\ \\text{g/mol}\\)，\\(\\rho \\approx \\frac{44}{22.4} \\approx 1.96\\ \\text{g/L}\\)  \n   - **N₂**：\\(M = 28\\ \\text{g/mol}\\)，\\(\\rho \\approx \\frac{28}{22.4} \\approx 1.25\\ \\text{g/L}\\)  \n4. 比较可知，**CO₂ 的密度最大**，故正确答案为 **C**。"},"logprobs":null,"finish_reason":"stop"}],"usage":{"prompt_tokens":60,"completion_tokens":342,"total_tokens":402,"prompt_tokens_details":{"cached_tokens":0},"prompt_cache_hit_tokens":0,"prompt_cache_miss_tokens":60},"system_fingerprint":"fp_ffc7281d48_prod0820_fp8_kvcache"}
2025-10-02 13:15:45.790 [http-nio-8081-exec-9] WARN  c.l.a.service.impl.LoginServiceImpl - 未提供有效的登录凭据
2025-10-02 13:15:49.136 [http-nio-8081-exec-8] INFO  c.l.a.controller.AiTeacherController - 用户登录成功：{teacherId=1, teacherName=wzs}
2025-10-02 13:18:04.664 [http-nio-8081-exec-10] WARN  c.l.a.service.impl.LoginServiceImpl - 未提供有效的登录凭据
2025-10-02 13:18:21.706 [http-nio-8081-exec-5] WARN  c.l.a.service.impl.LoginServiceImpl - 未提供有效的登录凭据
2025-10-02 13:19:23.149 [SpringApplicationShutdownHook] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2025-10-02 13:19:23.158 [tomcat-shutdown] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Graceful shutdown complete
2025-10-02 13:19:23.162 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2025-10-02 13:19:23.167 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2025-10-02 13:19:25.781 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.3.Final
2025-10-02 13:19:25.811 [restartedMain] INFO  c.leo.aiteacher.AiTeacherApplication - Starting AiTeacherApplication using Java 21.0.2 with PID 10860 (D:\project\AiTeacher\target\classes started by wzs in D:\project\AiTeacher)
2025-10-02 13:19:25.811 [restartedMain] INFO  c.leo.aiteacher.AiTeacherApplication - No active profile set, falling back to 1 default profile: "default"
2025-10-02 13:19:25.844 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
